TARIH	VALUE
2025-01-03 03:15:00.000	19,13492
2025-01-03 03:20:00.000	19,13492
2025-01-03 03:25:00.000	19,12531
2025-01-03 03:30:00.000	19,12143
2025-01-03 03:35:00.000	19,10794
2025-01-03 03:40:00.000	19,11182
2025-01-03 03:45:00.000	19,11182
2025-01-03 03:50:00.000	19,1022
2025-01-03 03:55:00.000	19,1022
2025-01-03 04:00:00.000	19,09833
2025-01-03 04:05:00.000	19,09061
2025-01-03 04:10:00.000	19,08102
2025-01-03 04:15:00.000	19,06754
2025-01-03 04:20:00.000	19,06561
2025-01-03 04:25:00.000	19,06369
2025-01-03 04:30:00.000	19,06561
2025-01-03 04:35:00.000	19,05984
2025-01-03 04:40:00.000	19,05215
2025-01-03 04:45:00.000	19,03864
2025-01-03 04:50:00.000	19,03864
2025-01-03 04:55:00.000	19,02905
2025-01-03 05:00:00.000	19,03864
2025-01-03 05:05:00.000	19,01944
2025-01-03 05:10:00.000	19,01749
2025-01-03 05:15:00.000	19,01172
2025-01-03 05:20:00.000	18,97903
2025-01-03 05:25:00.000	18,99442
2025-01-03 05:30:00.000	18,99249
2025-01-03 05:35:00.000	18,99054
2025-01-03 05:40:00.000	18,98285
2025-01-03 05:45:00.000	18,98093
2025-01-03 05:50:00.000	18,97516
2025-01-03 05:55:00.000	18,95398
2025-01-03 06:00:00.000	18,96359
2025-01-03 06:05:00.000	18,94629
2025-01-03 06:10:00.000	18,94824
2025-01-03 06:15:00.000	18,93863
2025-01-03 06:20:00.000	18,93863
2025-01-03 06:25:00.000	18,92896
2025-01-03 06:30:00.000	18,92319
2025-01-03 06:35:00.000	18,93091
2025-01-03 06:40:00.000	18,91745
2025-01-03 06:45:00.000	18,91357
2025-01-03 06:50:00.000	18,90204
2025-01-03 06:55:00.000	18,89627
2025-01-03 07:00:00.000	18,90393
2025-01-03 07:05:00.000	18,88278
2025-01-03 07:10:00.000	18,8847
2025-01-03 07:15:00.000	18,87122
2025-01-03 07:20:00.000	18,8674
2025-01-03 07:25:00.000	18,85583
2025-01-03 07:30:00.000	18,85776
2025-01-03 07:35:00.000	18,84622
2025-01-03 07:40:00.000	18,84622
2025-01-03 07:45:00.000	18,83469
2025-01-03 07:50:00.000	18,82889
2025-01-03 07:55:00.000	18,81927
2025-01-03 08:00:00.000	18,82504
2025-01-03 08:05:00.000	18,81158
2025-01-03 08:10:00.000	18,80197
2025-01-03 08:15:00.000	18,79617
2025-01-03 08:20:00.000	18,79422
2025-01-03 08:25:00.000	18,78464
2025-01-03 08:30:00.000	18,78848
2025-01-03 08:35:00.000	18,77307
2025-01-03 08:40:00.000	18,77502
2025-01-03 08:45:00.000	18,76349
2025-01-03 08:50:00.000	18,76923
2025-01-03 08:55:00.000	18,73843
2025-01-03 09:00:00.000	18,74808
2025-01-03 09:05:00.000	18,74808
2025-01-03 09:10:00.000	18,74228
2025-01-03 09:15:00.000	18,73459
2025-01-03 09:20:00.000	18,71341
2025-01-03 09:25:00.000	18,70956
2025-01-03 09:30:00.000	18,71152
2025-01-03 09:35:00.000	18,70572
2025-01-03 09:40:00.000	18,70187
2025-01-03 09:45:00.000	18,69034
2025-01-03 09:50:00.000	18,68069
2025-01-03 09:55:00.000	18,68069
2025-01-03 10:00:00.000	18,66147
